Product Name,Original Price,Sale Price,Percentage Off,Product Category,Product Code,Rating,Link
"Tide Plus Free Hygienic Clean 10X Heavy Duty Laundry Detergent Power Pods, Unscented, 48-pk",29.99,26.99,10.0,home-essentials,153-1737-8,4.7,https://www.canadiantire.ca/en/pdp/tide-plus-free-hygienic-clean-10x-heavy-duty-laundry-detergent-power-pods-unscented-48-pk-1531737p.html#srp
"Alcan Aluminum Foil, 12-in x 100-ft",10.99,6.99,36.0,home-essentials,053-0371-0,4.7,https://www.canadiantire.ca/en/pdp/alcan-aluminum-foil-12-in-x-100-ft-0530371p.html#srp
Red Ribbon No Corn Blend Wild Bird Food,19.99,,,pet-care,042-6354X,4.0,https://www.canadiantire.ca/en/pdp/red-ribbon-no-corn-blend-wild-bird-food-0426354p.html#srp
"Purina Fancy Feast® Beef Pate Wet Cat Food, 85-g",0.99,0.9,9.0,pet-care,142-5049-8,4.6,https://www.canadiantire.ca/en/pdp/purina-fancy-feast-beef-pate-wet-cat-food-85-g-1425049p.html#srp
"Mobil 1™ Extended Performance 0W20 Synthetic Engine/Motor Oil, 4.73-L",74.99,40.99,45.0,auto-maintenance,028-9463-0,4.8,https://www.canadiantire.ca/en/pdp/mobil-1-extended-performance-0w20-synthetic-engine-motor-oil-4-73-l-0289463p.html#srp
"Quaker State High Mileage 5W30 Synthetic Engine/Motor Oil, 5-L",67.99,36.99,46.0,exercise,028-9641-6,4.8,https://www.canadiantire.ca/en/pdp/quaker-state-high-mileage-5w30-synthetic-engine-motor-oil-5-l-0289641p.html#srp
"Glad Extra-Large Easy-Tie Flap Indoor/Outdoor Garbage Bags, 20-pk, Orange, 135-L",12.99,10.39,20.0,cleaning,042-9776-0,4.6,https://www.canadiantire.ca/en/pdp/glad-extra-large-easy-tie-flap-indoor-outdoor-garbage-bags-20-pk-orange-135-l-0429776p.html#srp
"For Living Super Soft Microfibre Pillows, Standard/Queen, 28-in x 20-in, 2-pk",34.99,19.99,43.0,home-decor,046-6966-8,4.0,https://www.canadiantire.ca/en/pdp/for-living-super-soft-microfibre-pillows-standard-queen-28-in-x-20-in-2-pk-0466966p.html#srp
"Quaker State 5W20 Synthetic-Blend Engine/Motor Oil, 5-L",50.99,27.99,45.0,auto-maintenance,028-9016-6,4.6,https://www.canadiantire.ca/en/pdp/quaker-state-5w20-synthetic-blend-engine-motor-oil-5-l-0289016p.html#srp
"Whiskas TemPtations Tasty Chicken Flavour SuPer Mega Pack Classic Cat Treats, 350-g",5.99,5.39,10.0,pet-care,142-0603-8,4.9,https://www.canadiantire.ca/en/pdp/whiskas-temptations-tasty-chicken-flavour-super-mega-pack-classic-cat-treats-350-g-1420603p.html#srp
"type A Clear Black Frame 8-Drawer Storage Tower/Cart with Wheels, 46-in",59.99,39.99,33.0,home-organization,142-2057-6,3.7,https://www.canadiantire.ca/en/pdp/type-a-clear-black-frame-8-drawer-storage-tower-cart-with-wheels-46-in-1422057p.html#srp
"Arm & Hammer Clump & Seal Slide Multi-Cat Clumping Cat Litter, Scented, 9-kg",23.99,20.69,14.0,pet-care,142-2673-8,4.1,https://www.canadiantire.ca/en/pdp/arm-hammer-clump-seal-slide-multi-cat-clumping-cat-litter-scented-9-kg-1422673p.html#srp
"Mastercraft 50-ft 12/3 Outdoor Extension Cord with Lighted end & Locking Connector, Yellow",79.99,47.99,40.0,electrical,052-2307X,4.5,https://www.canadiantire.ca/en/pdp/mastercraft-50-ft-12-3-outdoor-extension-cord-with-lighted-end-locking-connector-yellow-0522307p.html#srp
"Dawn Ultra Platinum Liquid Dish Soap, Refreshing Rain Scent, 825-mL",6.29,5.66,10.0,home-essentials,153-1651-0,4.9,https://www.canadiantire.ca/en/pdp/dawn-ultra-platinum-liquid-dish-soap-refreshing-rain-scent-825-ml-1531651p.html#srp
"Tide Plus 4 in 1 Ultra Oxi Laundry Detergent Pods, Orignal Scent, 61-pk",25.99,24.99,4.0,home-essentials,153-1577-8,4.5,https://www.canadiantire.ca/en/pdp/tide-plus-4-in-1-ultra-oxi-laundry-detergent-pods-orignal-scent-61-pk-1531577p.html#srp
"Old Dutch Liquid Multi-Purpose Laundry Bleach, 2.4-L",4.29,3.0,30.0,home-essentials,153-0341-4,4.6,https://www.canadiantire.ca/en/pdp/old-dutch-liquid-multi-purpose-laundry-bleach-2-4-l-1530341p.html#srp
"IAMS Proactive Health Indoor Weight & Hairball Control Dry Cat Food, 7.2-kg",39.99,35.99,10.0,pet-care,142-1927-2,4.6,https://www.canadiantire.ca/en/pdp/iams-proactive-health-indoor-weight-hairball-control-dry-cat-food-7-2-kg-1421927p.html#srp
"NOMA 25-ft 16/3 Extension Cord with Storage Reel, 4 Grounded Outlets and Circuit Breaker",65.99,29.99,55.0,electrical,052-2495-6,4.6,https://www.canadiantire.ca/en/pdp/noma-25-ft-16-3-extension-cord-with-storage-reel-4-grounded-outlets-and-circuit-breaker-0522495p.html#srp
"Fantastik Original All-Purpose Disinfectant Cleaner, Citrus Scent, 650-mL",5.99,5.39,10.0,cleaning,053-0320-2,4.5,https://www.canadiantire.ca/en/pdp/fantastik-original-all-purpose-disinfectant-cleaner-citrus-scent-650-ml-0530320p.html#srp
"NOMA 49-ft 3-in 16/3 Outdoor Extension Cord with 3 Grounded Outlets, Orange",47.99,28.79,40.0,electrical,052-2494-8,4.6,https://www.canadiantire.ca/en/pdp/noma-49-ft-3-in-16-3-outdoor-extension-cord-with-3-grounded-outlets-orange-0522494p.html#srp
"PADERNO Classic Wok Stir Fry Pan, Non-Stick, Maroon, 30-cm",139.99,39.99,71.0,kitchen,142-9335-2,4.6,https://www.canadiantire.ca/en/pdp/paderno-classic-wok-stir-fry-pan-non-stick-maroon-30-cm-1429335p.html#srp
"Mobil 1™ Extended Performance High Mileage 0W20 Synthetic Engine/Motor Oil, 4.73-L",74.99,40.99,45.0,auto-maintenance,028-9467-2,4.9,https://www.canadiantire.ca/en/pdp/mobil-1-extended-performance-high-mileage-0w20-synthetic-engine-motor-oil-4-73-l-0289467p.html#srp
"MASTER Chef Muffin Tin, 12-Cup",17.99,8.99,50.0,kitchen,142-5167-6,4.5,https://www.canadiantire.ca/en/pdp/master-chef-muffin-tin-12-cup-1425167p.html#srp
"MASTER Chef Stainless Steel Stock Pot, 16qt",169.99,44.99,74.0,kitchen,142-9107-6,4.3,https://www.canadiantire.ca/en/pdp/master-chef-stainless-steel-stock-pot-16qt-1429107p.html#srp
"Heritage The Rock Frying Pan Non-stick, Dishwasher & Oven Safe, Black, 26cm",119.99,24.99,79.0,kitchen,142-7072-8,4.6,https://www.canadiantire.ca/en/pdp/heritage-the-rock-frying-pan-non-stick-dishwasher-oven-safe-black-26cm-1427072p.html#srp
"Tide High Efficiency Liquid Laundry Detergent, Orignal Scent, 107-Load, 4.5-L",27.99,24.99,11.0,home-essentials,153-1570-2,3.7,https://www.canadiantire.ca/en/pdp/tide-high-efficiency-liquid-laundry-detergent-orignal-scent-107-load-4-5-l-1531570p.html#srp
"Heritage The Rock Frying Pan Non-stick, Dishwasher & Oven Safe, Black, 30cm",139.99,29.99,79.0,kitchen,142-7073-6,4.5,https://www.canadiantire.ca/en/pdp/heritage-the-rock-frying-pan-non-stick-dishwasher-oven-safe-black-30cm-1427073p.html#srp
"Mobil 1™ Advanced Fuel Economy 0W20 Synthetic Engine/Motor Oil, 4.73-L",65.99,35.99,45.0,auto-maintenance,028-9453-4,4.7,https://www.canadiantire.ca/en/pdp/mobil-1-advanced-fuel-economy-0w20-synthetic-engine-motor-oil-4-73-l-0289453p.html#srp
"SIMONIZ Platinum XL Microfibre Towels, 14 x 18-in, Multi-colour, 30-pk",30.99,25.99,16.0,car-care-accessories,039-3643-2,4.1,https://www.canadiantire.ca/en/pdp/simoniz-platinum-xl-microfibre-towels-14-x-18-in-multi-colour-30-pk-0393643p.html#srp
"Mr. Clean Extra Durable, Magic Eraser Cleaning Pads, 4-pk",8.99,8.09,10.0,cleaning,153-0283-2,4.6,https://www.canadiantire.ca/en/pdp/mr-clean-extra-durable-magic-eraser-cleaning-pads-4-pk-1530283p.html#srp
"Glad Extra-Large Easy-Tie Flap Indoor/Outdoor Garbage/Recycling Bags, 20-pk, Clear, 135-L",12.99,10.39,20.0,cleaning,042-9715-6,4.7,https://www.canadiantire.ca/en/pdp/glad-extra-large-easy-tie-flap-indoor-outdoor-garbage-recycling-bags-20-pk-clear-135-l-0429715p.html#srp
"Mr. Clean Magic Eraser Cleaning Sponge, Variety Pack, 6-pk",12.99,11.69,10.0,cleaning,053-4416-2,4.0,https://www.canadiantire.ca/en/pdp/mr-clean-magic-eraser-cleaning-sponge-variety-pack-6-pk-0534416p.html#srp
KitchenAid Stainless Steel Boxed Grater with Bottom Container,29.99,14.99,50.0,kitchen,042-8549-8,4.6,https://www.canadiantire.ca/en/pdp/kitchenaid-stainless-steel-boxed-grater-with-bottom-container-0428549p.html#srp
"Forcefield Standard-Duty Nitrile Disposable Gloves with textured grip, 100-pk, Assorted Sizes",29.99,19.99,33.0,auto-maintenance,038-1058X,3.4,https://www.canadiantire.ca/en/pdp/forcefield-standard-duty-nitrile-disposable-gloves-with-textured-grip-100-pk-assorted-sizes-0381058p.html#srp
"type A Laundry Basket, 23.25 x 17 x 11-in, Grey",5.99,4.79,20.0,home-organization,142-2039-0,4.5,https://www.canadiantire.ca/en/pdp/type-a-laundry-basket-23-25-x-17-x-11-in-grey-1422039p.html#srp
Libman Precision Indoor / Outdoor Angle Broom,11.49,9.19,20.0,cleaning,142-2222-2,4.4,https://www.canadiantire.ca/en/pdp/libman-precision-indoor-outdoor-angle-broom-1422222p.html#srp
"Reflex Summer Windshield Washer Fluid, 3.78-L",3.49,3.29,6.0,auto-maintenance,029-4122-0,4.0,https://www.canadiantire.ca/en/pdp/reflex-summer-windshield-washer-fluid-3-78-l-0294122p.html#srp
"Glad Small 100% Compostable Febreze Lemon Scented Food Waste Bags, 44-pk, 10-L",12.99,10.39,20.0,cleaning,053-2768-6,4.4,https://www.canadiantire.ca/en/pdp/glad-small-100-compostable-febreze-lemon-scented-food-waste-bags-44-pk-10-l-0532768p.html#srp
"Tide 3 in 1 Coldwater Clean Laundry Detergent Pods, Spring Meadow Scent, 112-pk",34.99,31.49,10.0,home-essentials,153-1739-4,4.3,https://www.canadiantire.ca/en/pdp/tide-3-in-1-coldwater-clean-laundry-detergent-pods-spring-meadow-scent-112-pk-1531739p.html#srp
"IAMS Proactive Health Adult Dry Cat Food, 7.2-kg",39.99,35.99,10.0,pet-care,042-6004-6,4.7,https://www.canadiantire.ca/en/pdp/iams-proactive-health-adult-dry-cat-food-7-2-kg-0426004p.html#srp
"NOMA A19 E26 Base Household Non-Dimmable LED Light Bulbs, 2700K, 800 Lumens, Warm White, 60W, 6-pk",19.49,9.99,49.0,electrical,052-7055-4,2.5,https://www.canadiantire.ca/en/pdp/noma-a19-e26-base-household-non-dimmable-led-light-bulbs-2700k-800-lumens-warm-white-60w-6-pk-0527055p.html#srp
"Lagostina Ceramic Bakeware Set, Red, Assorted Sizes, 4-pc",99.99,29.99,70.0,kitchen,142-8835-8,4.2,https://www.canadiantire.ca/en/pdp/lagostina-ceramic-bakeware-set-red-assorted-sizes-4-pc-1428835p.html#srp
"Simplicité Zip-Top Plastic Freezer Storage Bags, Large, 80-pk",13.99,6.99,50.0,home-essentials,153-1029-4,4.8,https://www.canadiantire.ca/en/pdp/simplicite-zip-top-plastic-freezer-storage-bags-large-80-pk-1531029p.html#srp
"Old Dutch Absolute Clean Liquid Laundry Detergent, Summer Fresh Scent, 50-Load, 2-L",5.29,3.0,43.0,home-essentials,053-4302-2,4.4,https://www.canadiantire.ca/en/pdp/old-dutch-absolute-clean-liquid-laundry-detergent-summer-fresh-scent-50-load-2-l-0534302p.html#srp
"Quaker State 10W30 Conventional Engine/Motor Oil, 5-L",50.99,27.99,45.0,auto-maintenance,028-9005-2,4.6,https://www.canadiantire.ca/en/pdp/quaker-state-10w30-conventional-engine-motor-oil-5-l-0289005p.html#srp
"type A Deep Clear Grey Frame 5-Drawer Storage Tower/Cart with Wheels, 39-in",49.99,34.99,30.0,home-organization,042-3414-8,4.1,https://www.canadiantire.ca/en/pdp/type-a-deep-clear-grey-frame-5-drawer-storage-tower-cart-with-wheels-39-in-0423414p.html#srp
"Mobil 1™ Extended Performance 5W20 Synthetic Engine/Motor Oil, 4.73-L",74.99,40.99,45.0,auto-maintenance,028-9462-2,4.8,https://www.canadiantire.ca/en/pdp/mobil-1-extended-performance-5w20-synthetic-engine-motor-oil-4-73-l-0289462p.html#srp
"Mobil 1™ Truck & SUV 0W20 Synthetic Engine/Motor Oil, 4.73-L",74.99,40.99,45.0,auto-maintenance,028-9476-0,4.8,https://www.canadiantire.ca/en/pdp/mobil-1-truck-suv-0w20-synthetic-engine-motor-oil-4-73-l-0289476p.html#srp
SIMONIZ Platinum Graphene Tire Shine,19.99,16.99,15.0,car-care-accessories,039-3637-8,4.5,https://www.canadiantire.ca/en/pdp/simoniz-platinum-graphene-tire-shine-0393637p.html#srp
"Simplicité Freezer Storage Bags, Medium, 150-ct",13.99,6.99,50.0,home-essentials,153-1028-6,4.6,https://www.canadiantire.ca/en/pdp/simplicite-freezer-storage-bags-medium-150-ct-1531028p.html#srp
"Arm & Hammer AbsorbX Lightweight Multi-Cat Clumping Cat Litter, Unscented, 6.4-kg",27.99,26.09,7.0,pet-care,142-9426-6,3.4,https://www.canadiantire.ca/en/pdp/arm-hammer-absorbx-lightweight-multi-cat-clumping-cat-litter-unscented-6-4-kg-1429426p.html#srp
"MASTER Chef Kitchen Tool Set, 30-pc",59.99,24.99,58.0,kitchen,142-6666-2,4.3,https://www.canadiantire.ca/en/pdp/master-chef-kitchen-tool-set-30-pc-1426666p.html#srp
"Lagostina Ticino Jumbo Cooker, Non-Stick, Dishwasher & Oven Safe, Black, 5-qt",119.99,29.99,75.0,kitchen,142-4989-6,4.4,https://www.canadiantire.ca/en/pdp/lagostina-ticino-jumbo-cooker-non-stick-dishwasher-oven-safe-black-5-qt-1424989p.html#srp
"Disposable Gloves, 100-pk",14.99,7.49,50.0,cleaning,142-6496X,4.2,https://www.canadiantire.ca/en/pdp/disposable-gloves-100-pk-1426496p.html#srp
"Lagostina Ticino Frying Pan Non-Stick, Dishwasher & Oven Safe, Black, 34-cm",99.99,29.99,70.0,kitchen,142-8822-8,4.2,https://www.canadiantire.ca/en/pdp/lagostina-ticino-frying-pan-non-stick-dishwasher-oven-safe-black-34-cm-1428822p.html#srp
"Tide Plus Ultra Oxi Laundry Detergent Power Pods with Odor Eliminators, Fresh Scent, 63-pk",34.99,31.49,10.0,home-essentials,153-1748-2,4.9,https://www.canadiantire.ca/en/pdp/tide-plus-ultra-oxi-laundry-detergent-power-pods-with-odor-eliminators-fresh-scent-63-pk-1531748p.html#srp
"Pine-Sol All-Purpose Cleaner and Deodorizer, Original Scent, Assorted Sizes",6.49,5.84,10.0,cleaning,053-3508X,4.7,https://www.canadiantire.ca/en/pdp/pine-sol-all-purpose-cleaner-and-deodorizer-original-scent-assorted-sizes-0533508p.html#srp
"Mastercraft 250/500 Lumens Aluminum LED Handheld Flashlights, Batteries Included, Black, 2-pk",48.99,38.99,20.0,hardware,065-3099-4,4.3,https://www.canadiantire.ca/en/pdp/mastercraft-250-500-lumens-aluminum-led-handheld-flashlights-batteries-included-black-2-pk-0653099p.html#srp
"Bon Ami Power Foam Glass and Window Cleaner Spray, 560-g",6.99,6.29,10.0,cleaning,053-3025-8,4.6,https://www.canadiantire.ca/en/pdp/bon-ami-power-foam-glass-and-window-cleaner-spray-560-g-0533025p.html#srp
"Purina® Fancy Feast® Cat Food, 85-g",0.99,0.9,9.0,pet-care,042-5292-4,4.7,https://www.canadiantire.ca/en/pdp/purina-fancy-feast-cat-food-85-g-0425292p.html#srp
"IAMS™ Advanced Health™ Healthy Digestion Chicken and Whole Grain Recipe Dry Dog Food, 12.2-kg",53.99,48.59,10.0,pet-care,142-9961-0,4.6,https://www.canadiantire.ca/en/pdp/iams-advanced-health-healthy-digestion-chicken-and-whole-grain-recipe-dry-dog-food-12-2-kg-1429961p.html#srp
"Heritage The Rock Cast Iron Grill Pan Non-Rust, Oven Safe, Black, 28 x 28cm",169.99,39.99,76.0,kitchen,142-3910-8,4.3,https://www.canadiantire.ca/en/pdp/heritage-the-rock-cast-iron-grill-pan-non-rust-oven-safe-black-28-x-28cm-1423910p.html#srp
"FRANK Multi-Purpose Disposable Vinyl Gloves, Latex Free, 100-pk, One Size",14.99,12.74,15.0,cleaning,042-0126-2,3.6,https://www.canadiantire.ca/en/pdp/frank-multi-purpose-disposable-vinyl-gloves-latex-free-100-pk-one-size-0420126p.html#srp
"Heritage The Rock Ceramic Zero Frying Pan, Chemical Free, Dishwasher & Oven Safe, White",99.99,29.99,70.0,kitchen,142-9101X,4.0,https://www.canadiantire.ca/en/pdp/heritage-the-rock-ceramic-zero-frying-pan-chemical-free-dishwasher-oven-safe-white-1429101p.html#srp
"FRANK Maple Bacon Rippled Potato Chips, 200-g",2.79,2.29,18.0,food-drink,151-2134-0,4.2,https://www.canadiantire.ca/en/pdp/frank-maple-bacon-rippled-potato-chips-200-g-1512134p.html#srp
"OxiClean Laundry Stain Remover Powder, 2.26-kg",20.99,18.89,10.0,home-essentials,053-3554-8,4.7,https://www.canadiantire.ca/en/pdp/oxiclean-laundry-stain-remover-powder-2-26-kg-0533554p.html#srp
"Mobil 1™ Extended Performance High Mileage 5W30 Synthetic Engine/Motor Oil, 4.73-L",74.99,40.99,45.0,auto-maintenance,028-9443-8,4.9,https://www.canadiantire.ca/en/pdp/mobil-1-extended-performance-high-mileage-5w30-synthetic-engine-motor-oil-4-73-l-0289443p.html#srp
"Tide 3 in 1 Coldwater Clean Laundry Detergent Pods, Fresh Scent, 112-pk",34.99,31.49,10.0,home-essentials,153-1740-8,4.0,https://www.canadiantire.ca/en/pdp/tide-3-in-1-coldwater-clean-laundry-detergent-pods-fresh-scent-112-pk-1531740p.html#srp
"FRANK All Dressed Rippled Potato Chips, 200-g",2.79,2.29,18.0,food-drink,053-3210-6,4.3,https://www.canadiantire.ca/en/pdp/frank-all-dressed-rippled-potato-chips-200-g-0533210p.html#srp
"MASTER Chef Baking Sheet, 15-in",15.99,7.99,50.0,kitchen,142-5163-4,4.4,https://www.canadiantire.ca/en/pdp/master-chef-baking-sheet-15-in-1425163p.html#srp
"Mobil 1™ 10W30 Synthetic Engine/Motor Oil, 4.73-L",65.99,35.99,45.0,auto-maintenance,028-9451-8,4.7,https://www.canadiantire.ca/en/pdp/mobil-1-10w30-synthetic-engine-motor-oil-4-73-l-0289451p.html#srp
"T-fal Hard Titanium Frying Pan Non-Stick, Dishwasher & Oven Safe, Black",79.99,27.99,65.0,,142-8813X,4.3,https://www.canadiantire.ca/en/pdp/t-fal-hard-titanium-frying-pan-non-stick-dishwasher-oven-safe-black-1428813p.html#srp
"Purina Fancy Feast® Gravy Lovers Chicken Feast In Grilled Wet Cat Food, 85-g",0.99,0.9,9.0,pet-care,142-0283-8,4.8,https://www.canadiantire.ca/en/pdp/purina-fancy-feast-gravy-lovers-chicken-feast-in-grilled-wet-cat-food-85-g-1420283p.html#srp
"Certified Light Duty Poly Tarp, Waterproof, 9-ft x 12-ft",9.99,5.99,40.0,automotive-outdoor-adventure,040-5030-2,4.3,https://www.canadiantire.ca/en/pdp/certified-light-duty-poly-tarp-waterproof-9-ft-x-12-ft-0405030p.html#srp
type A Whisk & Dustpan Set,11.99,8.39,30.0,cleaning,142-6800-2,3.8,https://www.canadiantire.ca/en/pdp/type-a-whisk-dustpan-set-1426800p.html#srp
"FRANK BBQ Rippled Potato Chips, 200-g",2.79,2.29,18.0,food-drink,153-2417-4,4.2,https://www.canadiantire.ca/en/pdp/frank-bbq-rippled-potato-chips-200-g-1532417p.html#srp
"IAMS Proactive Health™ Large Breed Mature Adult Dry Dog Food, 13.6-kg",53.99,48.59,10.0,pet-care,142-5672-2,4.5,https://www.canadiantire.ca/en/pdp/iams-proactive-health-large-breed-mature-adult-dry-dog-food-13-6-kg-1425672p.html#srp
"SIMONIZ Microfibre Multi-Purpose Edgeless Towels, 13-3/4 x 13-3/4-in, Multi-colour, 25-pk",23.99,17.99,25.0,car-care-accessories,039-6631-2,4.0,https://www.canadiantire.ca/en/pdp/simoniz-microfibre-multi-purpose-edgeless-towels-13-3-4-x-13-3-4-in-multi-colour-25-pk-0396631p.html#srp
"Tide Plus Downy Liquid Laundry Detergent, April Fresh Scent, 100-Load, 4.55-L",27.99,24.99,11.0,home-essentials,153-1750-4,3.7,https://www.canadiantire.ca/en/pdp/tide-plus-downy-liquid-laundry-detergent-april-fresh-scent-100-load-4-55-l-1531750p.html#srp
"Anchor Hocking Glass Bake n Keep Set with Plastic Lids, 4-pc",29.99,16.99,43.0,kitchen,042-1011-8,3.7,https://www.canadiantire.ca/en/pdp/anchor-hocking-glass-bake-n-keep-set-with-plastic-lids-4-pc-0421011p.html#srp
"Anchor Hocking Round Glass Storage Set, Assorted Sizes, 8-pc",19.99,9.99,50.0,kitchen,042-2024-2,4.2,https://www.canadiantire.ca/en/pdp/anchor-hocking-round-glass-storage-set-assorted-sizes-8-pc-0422024p.html#srp
"Moen® Preston Bathroom Hand Towel Ring, Chrome",28.99,23.19,20.0,plumbing,063-5177-0,4.2,https://www.canadiantire.ca/en/pdp/moen-preston-bathroom-hand-towel-ring-chrome-0635177p.html#srp
"Heritage The Rock Frying Pan Non-stick, Dishwasher & Oven Safe, Black, 20cm",99.99,19.99,80.0,kitchen,142-8815-6,4.6,https://www.canadiantire.ca/en/pdp/heritage-the-rock-frying-pan-non-stick-dishwasher-oven-safe-black-20cm-1428815p.html#srp
"NOMA A19 E26 Base Household Non-Dimmable LED Light Bulbs, 5000K, 800 Lumens, Daylight, 60W, 6-pk",19.49,9.99,49.0,electrical,052-7056-2,3.3,https://www.canadiantire.ca/en/pdp/noma-a19-e26-base-household-non-dimmable-led-light-bulbs-5000k-800-lumens-daylight-60w-6-pk-0527056p.html#srp
"IAMS Proactive Health™ Large Breed PuPPy Dry Dog Food, 13.9-kg",53.99,48.59,10.0,pet-care,042-5306-4,4.5,https://www.canadiantire.ca/en/pdp/iams-proactive-health-large-breed-puppy-dry-dog-food-13-9-kg-0425306p.html#srp
"Outbound Womens Waterproof Floral Print Rubber Rain Boots, Black/Pink",49.99,34.99,30.0,footwear-apparel,187-2285X,4.8,https://www.canadiantire.ca/en/pdp/outbound-women-s-waterproof-floral-print-rubber-rain-boots-black-pink-1872285p.html#srp
"Shell Rotella® T4 Triple Protection® 15W40 Heavy-Duty Conventional Diesel Engine/Motor Oil, 5-L",43.99,36.99,16.0,auto-maintenance,028-7930-0,4.7,https://www.canadiantire.ca/en/pdp/shell-rotella-t4-triple-protection-15w40-heavy-duty-conventional-diesel-engine-motor-oil-5-l-0287930p.html#srp
"Certified 6-Outlet Surge Protector Power Bar, 3-ft cord, 350 Joules, White",19.99,9.99,50.0,electrical,052-7211-2,4.6,https://www.canadiantire.ca/en/pdp/certified-6-outlet-surge-protector-power-bar-3-ft-cord-350-joules-white-0527211p.html#srp
"Heritage The Rock Egg Frying Pan, Aluminum Body, Dishwasher & Oven Safe, Black, 18cm",54.99,9.99,82.0,kitchen,142-9351-2,4.7,https://www.canadiantire.ca/en/pdp/heritage-the-rock-egg-frying-pan-aluminum-body-dishwasher-oven-safe-black-18cm-1429351p.html#srp
"Certified Specialty Garage Poly Tarp, Waterproof, 20-ft x 20-ft",62.99,49.99,21.0,automotive-outdoor-adventure,040-5031-0,3.9,https://www.canadiantire.ca/en/pdp/certified-specialty-garage-poly-tarp-waterproof-20-ft-x-20-ft-0405031p.html#srp
"Moen® Preston Single Bathroom Toilet Paper Holder, Chrome",31.99,25.59,20.0,plumbing,063-5107-8,4.6,https://www.canadiantire.ca/en/pdp/moen-preston-single-bathroom-toilet-paper-holder-chrome-0635107p.html#srp
"NOMA 49-ft 3-in 16/2 Outdoor Extension Cord, Flexible, 1 Outlet, Green",26.99,24.69,9.0,electrical,052-2392X,4.7,https://www.canadiantire.ca/en/pdp/noma-49-ft-3-in-16-2-outdoor-extension-cord-flexible-1-outlet-green-0522392p.html#srp
"Yardworks WasteNot™ Recycled Fibre GoatskinLeather Mens Gardening Gloves, Large, Green",19.99,9.99,50.0,outdoor-tools,059-1359-4,4.8,https://www.canadiantire.ca/en/pdp/yardworks-wastenot-recycled-fibre-goatskinleather-men-s-gardening-gloves-large-green-0591359p.html#srp
"Hefty® ULTRA STRONG™ Tall 50L White Kitchen Bags with Drawstring & ARM & HAMMER™, 28-pk",7.49,5.99,20.0,cleaning,142-6713-0,4.7,https://www.canadiantire.ca/en/pdp/hefty-ultra-strong-tall-50l-white-kitchen-bags-with-drawstring-arm-hammer-28-pk-1426713p.html#srp
"Sun Glo Citrus Air Odour Absorber, Citrus Scent, 227-g",5.99,3.0,50.0,cleaning,153-0163-8,3.8,https://www.canadiantire.ca/en/pdp/sun-glo-citrus-air-odour-absorber-citrus-scent-227-g-1530163p.html#srp
"Anchor Hocking Glass Storage Container Set, 2-Cup, 6-pc",19.99,7.99,60.0,kitchen,042-2028-4,4.3,https://www.canadiantire.ca/en/pdp/anchor-hocking-glass-storage-container-set-2-cup-6-pc-0422028p.html#srp
"Energizer Vision 200 Lumens Durable and Washable LED Headlight/Headlamp, Batteries Included",14.99,9.89,34.0,hardware,065-1738-6,4.7,https://www.canadiantire.ca/en/pdp/energizer-vision-200-lumens-durable-and-washable-led-headlight-headlamp-batteries-included-0651738p.html#srp
"FRANK Sour Cream & Onion Chips, 200-g",2.79,2.29,18.0,food-drink,053-4931-4,3.4,https://www.canadiantire.ca/en/pdp/frank-sour-cream-onion-chips-200-g-0534931p.html#srp
"NOMA 6-Outlet and 2 USB Port Power Bar with Surge Protector, 4-ft Cord, 900 Joules, White",44.99,19.99,56.0,electrical,052-2460-8,4.4,https://www.canadiantire.ca/en/pdp/noma-6-outlet-and-2-usb-port-power-bar-with-surge-protector-4-ft-cord-900-joules-white-0522460p.html#srp
"Cat Craft Anti-Slip Sherpa Calming Memory Foam Pet Bed, Washable, 20-in x 17-in, Beige",29.99,17.99,40.0,pet-care,142-6519-4,4.2,https://www.canadiantire.ca/en/pdp/cat-craft-anti-slip-sherpa-calming-memory-foam-pet-bed-washable-20-in-x-17-in-beige-1426519p.html#srp
"Febreze Fabric Refresher Spray, April Fresh Scent, 800-mL",6.49,5.84,10.0,home-essentials,153-1788-6,4.3,https://www.canadiantire.ca/en/pdp/febreze-fabric-refresher-spray-april-fresh-scent-800-ml-1531788p.html#srp
"FRANK Salt & Vinegar Rippled Potato Chips, 200-g",2.79,2.29,18.0,food-drink,053-3209-2,4.5,https://www.canadiantire.ca/en/pdp/frank-salt-vinegar-rippled-potato-chips-200-g-0533209p.html#srp
"Whiskas TemPtations TemPting Tuna Flavour SuPer Mega Pack Classic Cat Treats, 350-g",5.99,5.39,10.0,pet-care,142-1930-2,4.8,https://www.canadiantire.ca/en/pdp/whiskas-temptations-tempting-tuna-flavour-super-mega-pack-classic-cat-treats-350-g-1421930p.html#srp
"Mobil 1™ Truck & SUV 5W30 Synthetic Engine/Motor Oil, 4.73-L",74.99,40.99,45.0,auto-maintenance,028-9445-4,4.8,https://www.canadiantire.ca/en/pdp/mobil-1-truck-suv-5w30-synthetic-engine-motor-oil-4-73-l-0289445p.html#srp
"NOMA A19 E26 Base Household Dimmable LED Light Bulbs, 1600 Lumens, Daylight, 100W, 2-pk",15.99,11.99,25.0,electrical,052-9893-6,4.1,https://www.canadiantire.ca/en/pdp/noma-a19-e26-base-household-dimmable-led-light-bulbs-1600-lumens-daylight-100w-2-pk-0529893p.html#srp
