Product Name,Original Price,Clearance Price,Percentage Off,Product Category,Product Code,Rating,Link,Sale Price
"Schlage Single-Cylinder Round Deadbolt Door Lock, Matte Black",55.99,,20.0,hardware,046-7434-8,4.8,https://www.canadiantire.ca/en/pdp/schlage-single-cylinder-round-deadbolt-door-lock-matte-black-0467434p.html#srp,44.79
"Thrush Glasspack Universal Muffler, 24069",79.99,,15.0,heavy-auto-parts,112-8394-8,0.0,https://www.canadiantire.ca/en/pdp/thrush-glasspack-universal-muffler-24069-1128394p.html#srp,67.99
"FRANK BBQ Rippled Potato Chips, 200-g",2.79,,18.0,food-drink,153-2417-4,4.2,https://www.canadiantire.ca/en/pdp/frank-bbq-rippled-potato-chips-200-g-1532417p.html#srp,2.29
"Moen® Preston Bathroom Hand Towel Ring, Chrome",28.99,,20.0,plumbing,063-5177-0,4.2,https://www.canadiantire.ca/en/pdp/moen-preston-bathroom-hand-towel-ring-chrome-0635177p.html#srp,23.19
Trimax 5th Wheel King Pin Lock,74.99,,15.0,automotive-outdoor-adventure,040-9631-8,4.7,https://www.canadiantire.ca/en/pdp/trimax-5th-wheel-king-pin-lock-0409631p.html#srp,63.74
"CANVAS Clear Seeded Shade Outdoor Down Wall Light, Matte Black",49.99,,26.0,home-decor,052-6115-8,3.4,https://www.canadiantire.ca/en/pdp/canvas-clear-seeded-shade-outdoor-down-wall-light-matte-black-0526115p.html#srp,36.99
Erickson Ladder Rack,209.99,,24.0,light-auto-parts,034-2111-4,3.0,https://www.canadiantire.ca/en/pdp/erickson-ladder-rack-0342111p.html#srp,159.99
"type A Silicone Scrub Gloves, 1-pk",9.99,,30.0,cleaning,142-6807-8,3.3,https://www.canadiantire.ca/en/pdp/type-a-silicone-scrub-gloves-1-pk-1426807p.html#srp,6.99
"Meguiars Soft Wash Gel, 1.89-L",19.99,,10.0,car-care-accessories,039-6178-2,4.5,https://www.canadiantire.ca/en/pdp/meguiar-s-soft-wash-gel-1-89-l-0396178p.html#srp,17.99
"Raleigh Bike Key Lock, Blue, 12-mm x 6-ft",34.99,,15.0,cycling,073-0567-8,3.6,https://www.canadiantire.ca/en/pdp/raleigh-bike-key-lock-blue-12-mm-x-6-ft-0730567p.html#srp,29.74
"Hefty® STRONG™ Tall 49L Compostable Bags with ARM & HAMMER™ & Lemon Scent, 12-pk",7.49,,20.0,cleaning,142-6714-8,4.6,https://www.canadiantire.ca/en/pdp/hefty-strong-tall-49l-compostable-bags-with-arm-hammer-lemon-scent-12-pk-1426714p.html#srp,5.99
"BIC Mini Lighter, Multi-colour, 3-pk",5.49,,9.0,home-essentials,053-0682-0,4.2,https://www.canadiantire.ca/en/pdp/bic-mini-lighter-multi-colour-3-pk-0530682p.html#srp,5.0
"Thrush Universal Turbo Muffler, 17712",99.99,,15.0,heavy-auto-parts,112-8349-8,0.0,https://www.canadiantire.ca/en/pdp/thrush-universal-turbo-muffler-17712-1128349p.html#srp,84.99
"Dura Lube Upper Cylinder Lubricant & Fuel Injector Cleaner, 5-oz",7.99,,15.0,auto-maintenance,038-0799-2,4.5,https://www.canadiantire.ca/en/pdp/dura-lube-upper-cylinder-lubricant-fuel-injector-cleaner-5-oz-0380799p.html#srp,6.79
"SIMONIZ Platinum Car Tire Cleaner Spray, 750-mL",12.99,,15.0,car-care-accessories,039-0584-0,3.6,https://www.canadiantire.ca/en/pdp/simoniz-platinum-car-tire-cleaner-spray-750-ml-0390584p.html#srp,11.04
"Moen® Renzo Single Handle Low Arc Pull Out Kitchen Faucet, Chrome",189.99,,20.0,plumbing,063-3053-6,4.4,https://www.canadiantire.ca/en/pdp/moen-renzo-single-handle-low-arc-pull-out-kitchen-faucet-chrome-0633053p.html#srp,151.99
"MAXIMUM 20V Brushless Planer, Tool Only",179.99,,28.0,tools,054-7982-2,5.0,https://www.canadiantire.ca/en/pdp/maximum-20v-brushless-planer-tool-only-0547982p.html#srp,129.99
Origine Vega Fibreglass Helmet,299.99,,40.0,automotive-outdoor-adventure,127-9213X,1.0,https://www.canadiantire.ca/en/pdp/origine-vega-fibreglass-helmet-1279213p.html#srp,179.99
"SIMONIZ Platinum Syntehtic Wool Wash Mitt, Grey1-pc",9.99,,15.0,car-care-accessories,039-7064-6,4.2,https://www.canadiantire.ca/en/pdp/simoniz-platinum-syntehtic-wool-wash-mitt-grey1-pc-0397064p.html#srp,8.49
"Dynomax Universal Ultra Flo Muffler, 17537",179.99,,15.0,heavy-auto-parts,112-8280-8,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-ultra-flo-muffler-17537-1128280p.html#srp,152.99
"Thrush Glasspack Universal Muffler, 24203",64.99,,15.0,heavy-auto-parts,112-8397-2,0.0,https://www.canadiantire.ca/en/pdp/thrush-glasspack-universal-muffler-24203-1128397p.html#srp,55.24
"Moen® Danika Single Handle High Arc 4-in Centerset Bathroom Sink Faucet, WaterSense® Certified,Chrome",159.99,,20.0,plumbing,063-3884-8,4.4,https://www.canadiantire.ca/en/pdp/moen-danika-single-handle-high-arc-4-in-centerset-bathroom-sink-faucet-watersense-certified-chrome-0633884p.html#srp,127.99
"MAXIMUM Hex Key Set, SAE, 9-pc",34.99,,29.0,tools,058-9786-0,4.7,https://www.canadiantire.ca/en/pdp/maximum-hex-key-set-sae-9-pc-0589786p.html#srp,24.99
"Thrush Glasspack Universal Muffler, 24204",64.99,,15.0,heavy-auto-parts,112-8398-0,0.0,https://www.canadiantire.ca/en/pdp/thrush-glasspack-universal-muffler-24204-1128398p.html#srp,55.24
"Dynomax Universal Ultra Flo Muffler, 17519",159.99,,15.0,heavy-auto-parts,112-8380-0,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-ultra-flo-muffler-17519-1128380p.html#srp,135.99
"SIMONIZ Platinum Car Leather Cleaner Spray, 473-mL",13.99,,15.0,car-care-accessories,039-0572-8,4.6,https://www.canadiantire.ca/en/pdp/simoniz-platinum-car-leather-cleaner-spray-473-ml-0390572p.html#srp,11.89
"Mastercraft 250/500 Lumens Aluminum LED Handheld Flashlights, Batteries Included, Black, 2-pk",48.99,,20.0,hardware,065-3099-4,4.3,https://www.canadiantire.ca/en/pdp/mastercraft-250-500-lumens-aluminum-led-handheld-flashlights-batteries-included-black-2-pk-0653099p.html#srp,38.99
"Dynomax Universal Ultra Flo Muffler, 17233",199.98,,15.0,heavy-auto-parts,112-8377-0,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-ultra-flo-muffler-17233-1128377p.html#srp,169.98
"Moen® Torrance Single Handle Kitchen Faucet, Chrome",149.99,,20.0,plumbing,063-3782-0,3.8,https://www.canadiantire.ca/en/pdp/moen-torrance-single-handle-kitchen-faucet-chrome-0633782p.html#srp,119.99
"SIMONIZ Platinum Heavy-Duty Car Wheel/Rim Cleaner Spray, 750-mL",13.99,,15.0,car-care-accessories,039-0576-0,4.4,https://www.canadiantire.ca/en/pdp/simoniz-platinum-heavy-duty-car-wheel-rim-cleaner-spray-750-ml-0390576p.html#srp,11.89
"Thrush Glasspack Universal Muffler, 24224",124.99,,15.0,heavy-auto-parts,112-8403-8,0.0,https://www.canadiantire.ca/en/pdp/thrush-glasspack-universal-muffler-24224-1128403p.html#srp,106.24
"type A Silicone Scrubbers, 3-pk",9.99,,30.0,cleaning,142-6808-6,2.4,https://www.canadiantire.ca/en/pdp/type-a-silicone-scrubbers-3-pk-1426808p.html#srp,6.99
"CANVAS Minto Dining Chair, Black",172.99,,60.0,home-decor,168-0107-0,4.0,https://www.canadiantire.ca/en/pdp/canvas-minto-dining-chair-black-1680107p.html#srp,69.99
"Moen® Adler Double Handle Low Arc 4-in Centerset Bathroom Sink Faucet, WaterSense® Certified, Brushed Nickel",104.99,,20.0,plumbing,063-8992-0,4.7,https://www.canadiantire.ca/en/pdp/moen-adler-double-handle-low-arc-4-in-centerset-bathroom-sink-faucet-watersense-certified-brushed-nickel-0638992p.html#srp,83.99
"Dynomax Universal Ultra Flo Muffler, 17220",139.99,,15.0,heavy-auto-parts,112-8375-4,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-ultra-flo-muffler-17220-1128375p.html#srp,118.99
"Tim Hortons Decaf Medium Roast Premium Instant Coffee, 100-g",8.79,,20.0,food-drink,153-1135-0,4.7,https://www.canadiantire.ca/en/pdp/tim-hortons-decaf-medium-roast-premium-instant-coffee-100-g-1531135p.html#srp,7.0
"MAXIMUM Tape Measure with Double Side Printing, 35-ft",28.99,,25.0,tools,057-7253-2,3.8,https://www.canadiantire.ca/en/pdp/maximum-tape-measure-with-double-side-printing-35-ft-0577253p.html#srp,21.74
"Dynomax Universal Ultra Flo Muffler, 17228",199.98,,15.0,heavy-auto-parts,112-8279-4,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-ultra-flo-muffler-17228-1128279p.html#srp,169.98
"MotoMaster Trailer Tire Assembly, ASM205/75R15",229.99,,13.0,automotive-outdoor-adventure,040-3163-8,0.0,https://www.canadiantire.ca/en/pdp/motomaster-trailer-tire-assembly-asm205-75r15-0403163p.html#srp,199.99
"Dynomax Universal Ultra Flo Muffler, 17296",199.99,,15.0,heavy-auto-parts,112-8274-4,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-ultra-flo-muffler-17296-1128274p.html#srp,169.99
"MAXIMUM Pliers Set, High-Quality Forged Tool Steel, Soft Vinyl Grip, Colour Coded Tips, 4-pc",84.99,,35.0,tools,058-9754-6,4.5,https://www.canadiantire.ca/en/pdp/maximum-pliers-set-high-quality-forged-tool-steel-soft-vinyl-grip-colour-coded-tips-4-pc-0589754p.html#srp,54.99
"Arm & Hammer AbsorbX Lightweight Multi-Cat Clumping Cat Litter, Odour Control, 6.4-kg",27.99,,7.0,pet-care,142-9425-8,3.4,https://www.canadiantire.ca/en/pdp/arm-hammer-absorbx-lightweight-multi-cat-clumping-cat-litter-odour-control-6-4-kg-1429425p.html#srp,26.09
"Mastercraft 500 Lumens Waterproof Aluminum LED Handheld Flashlight, Batteries Included, Black",37.99,,21.0,hardware,065-3098-6,4.3,https://www.canadiantire.ca/en/pdp/mastercraft-500-lumens-waterproof-aluminum-led-handheld-flashlight-batteries-included-black-0653098p.html#srp,29.99
"Dynomax Universal Ultra Flo Muffler, 17557",239.98,,15.0,heavy-auto-parts,112-8281-6,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-ultra-flo-muffler-17557-1128281p.html#srp,203.98
"DC Sports 9-in Polished Car Exhaust Tip, EX-1010",47.99,,15.0,heavy-auto-parts,041-3441-4,4.8,https://www.canadiantire.ca/en/pdp/dc-sports-9-in-polished-car-exhaust-tip-ex-1010-0413441p.html#srp,40.79
"Thrush Glasspack Universal Muffler, 24205",64.99,,15.0,heavy-auto-parts,112-8399-8,0.0,https://www.canadiantire.ca/en/pdp/thrush-glasspack-universal-muffler-24205-1128399p.html#srp,55.24
"Mastercraft 4-1/2-in HCS Stubby Auger Bit Set for Wood, 6-pc",49.99,,60.0,tools,054-4245-6,3.1,https://www.canadiantire.ca/en/pdp/mastercraft-4-1-2-in-hcs-stubby-auger-bit-set-for-wood-6-pc-0544245p.html#srp,19.99
"Moen® Nori Single Handle Pull Down Kitchen Faucet, Chrome",314.99,,20.0,plumbing,063-9881-8,4.7,https://www.canadiantire.ca/en/pdp/moen-nori-single-handle-pull-down-kitchen-faucet-chrome-0639881p.html#srp,251.99
"Moen® Arlys Single Handle 4-in Centerset Bathroom Sink Faucet, WaterSense® Certified, Chrome",188.99,,20.0,plumbing,063-9943-2,4.9,https://www.canadiantire.ca/en/pdp/moen-arlys-single-handle-4-in-centerset-bathroom-sink-faucet-watersense-certified-chrome-0639943p.html#srp,151.19
"Meguiars Whole Car Odour Eliminator, Fiji Sunset Scent",16.99,,10.0,car-care-accessories,039-3627-2,3.0,https://www.canadiantire.ca/en/pdp/meguiar-s-whole-car-odour-eliminator-fiji-sunset-scent-0393627p.html#srp,15.29
Auto Trends 12V Full Back & Seat Heated Cushion,79.99,,40.0,car-care-accessories,032-3511-0,3.3,https://www.canadiantire.ca/en/pdp/auto-trends-12v-full-back-seat-heated-cushion-0323511p.html#srp,47.99
Kamik Mens Adventure Hooded Jacket with a Water-Resistant Membrane,99.99,,30.0,footwear-apparel,187-3569X,0.0,https://www.canadiantire.ca/en/pdp/kamik-men-s-adventure-hooded-jacket-with-a-water-resistant-membrane-1873569p.html#srp,69.99
"SIMONIZ Platinum Car Interior Protectant Spray, 750-mL",12.99,,15.0,car-care-accessories,039-0568-0,4.1,https://www.canadiantire.ca/en/pdp/simoniz-platinum-car-interior-protectant-spray-750-ml-0390568p.html#srp,11.04
"Dynomax Universal Ultra Flo Muffler, 17223",169.99,,15.0,heavy-auto-parts,112-8376-2,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-ultra-flo-muffler-17223-1128376p.html#srp,144.49
"SIMONIZ Platinum Large Wax Applicator Pads, 8-in, 2-pk",9.99,,15.0,car-care-accessories,039-8029-6,4.2,https://www.canadiantire.ca/en/pdp/simoniz-platinum-large-wax-applicator-pads-8-in-2-pk-0398029p.html#srp,8.49
"SIMONIZ Platinum Carpet & Upholstery with Oxygen Power, 510-g",14.99,,15.0,car-care-accessories,039-0570-2,3.5,https://www.canadiantire.ca/en/pdp/simoniz-platinum-carpet-upholstery-with-oxygen-power-510-g-0390570p.html#srp,12.74
"MotoMaster 1,500-lb Ratchet Tie Down, with Padded D-Handle, 1-in x 14-ft, 4-pk",42.99,,30.0,automotive-outdoor-adventure,040-3049-2,4.3,https://www.canadiantire.ca/en/pdp/motomaster-1-500-lb-ratchet-tie-down-with-padded-d-handle-1-in-x-14-ft-4-pk-0403049p.html#srp,29.99
"Schlage Accent Entry Keyed Door Lever Lock Set, Matte Black",64.99,,20.0,hardware,046-7432-2,4.8,https://www.canadiantire.ca/en/pdp/schlage-accent-entry-keyed-door-lever-lock-set-matte-black-0467432p.html#srp,51.99
"Monroe Gas-Magnum Shock Absorber, Front Inner",69.99,,25.0,heavy-auto-parts,022-1416-4,1.0,https://www.canadiantire.ca/en/pdp/monroe-gas-magnum-shock-absorber-front-inner-0221416p.html#srp,52.49
"Meguiars Hot Rims Aluminum Wheel/Rim Cleaner Spray, 709-mL",17.99,,10.0,car-care-accessories,039-2928-2,3.0,https://www.canadiantire.ca/en/pdp/meguiar-s-hot-rims-aluminum-wheel-rim-cleaner-spray-709-ml-0392928p.html#srp,16.19
"BIC Special Edition Lighter, Multi-colour, 4-pk",6.99,,10.0,home-essentials,153-0203-4,4.5,https://www.canadiantire.ca/en/pdp/bic-special-edition-lighter-multi-colour-4-pk-1530203p.html#srp,6.29
"Hefty® STRONG™ Small 10L Compostable Bags with ARM & HAMMER™ & Lemon Scent, 25pk",7.49,,20.0,cleaning,142-6715-6,4.7,https://www.canadiantire.ca/en/pdp/hefty-strong-small-10l-compostable-bags-with-arm-hammer-lemon-scent-25pk-1426715p.html#srp,5.99
"Sherwood T1000 Street Hockey Stick, Junior, 47-in",39.99,,21.0,,083-8308X,4.0,https://www.canadiantire.ca/en/pdp/sherwood-t1000-street-hockey-stick-junior-47-in-0838308p.html#srp,31.75
"Dynomax Universal Ultra Flo Muffler, 17222",174.99,,15.0,heavy-auto-parts,112-8278-6,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-ultra-flo-muffler-17222-1128278p.html#srp,148.74
"Dynomax Universal Ultra Flo Muffler, 17553",239.99,,15.0,heavy-auto-parts,112-8282-4,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-ultra-flo-muffler-17553-1128282p.html#srp,203.99
"Moen® Zarina Single Handle Single Hole Bathroom Sink Faucet, WaterSense® Certified, Brushed Nickel",189.99,,20.0,plumbing,063-9886-8,4.5,https://www.canadiantire.ca/en/pdp/moen-zarina-single-handle-single-hole-bathroom-sink-faucet-watersense-certified-brushed-nickel-0639886p.html#srp,151.99
"MAXIMUM Push Button V Jaw Tongue & Groove Pliers, 2-in Jaw Capacity, Rust Resistant, 10-in",29.99,,33.0,tools,058-9766-8,4.8,https://www.canadiantire.ca/en/pdp/maximum-push-button-v-jaw-tongue-groove-pliers-2-in-jaw-capacity-rust-resistant-10-in-0589766p.html#srp,19.99
"CANVAS Arwen Clear Glass Shade Wall Sconce, Black",54.99,,27.0,home-decor,052-7877-8,4.5,https://www.canadiantire.ca/en/pdp/canvas-arwen-clear-glass-shade-wall-sconce-black-0527877p.html#srp,39.99
"DEWALT 3,300-lb Ratchet Tie Down Strap, Weatherproof, 1.5-in x 16-ft, 4-pk",92.99,,20.0,automotive-outdoor-adventure,040-2956-8,3.0,https://www.canadiantire.ca/en/pdp/dewalt-3-300-lb-ratchet-tie-down-strap-weatherproof-1-5-in-x-16-ft-4-pk-0402956p.html#srp,74.39
"Tide Plus Downy Liquid Laundry Detergent, April Fresh Scent, 100-Load, 4.55-L",27.99,,11.0,home-essentials,153-1750-4,3.7,https://www.canadiantire.ca/en/pdp/tide-plus-downy-liquid-laundry-detergent-april-fresh-scent-100-load-4-55-l-1531750p.html#srp,24.99
"Thrush Universal Turbo Muffler, 17714",99.99,,15.0,heavy-auto-parts,112-8351-0,0.0,https://www.canadiantire.ca/en/pdp/thrush-universal-turbo-muffler-17714-1128351p.html#srp,84.99
"Dynomax Universal Ultra Flo Muffler, 17221",149.98,,15.0,heavy-auto-parts,112-8277-8,0.0,https://www.canadiantire.ca/en/pdp/dynomax-universal-ultra-flo-muffler-17221-1128277p.html#srp,127.48
"AutoTrends Faux Leather Woven Steering Wheel Cover, Black",19.99,,20.0,car-care-accessories,032-6335-2,4.2,https://www.canadiantire.ca/en/pdp/autotrends-faux-leather-woven-steering-wheel-cover-black-0326335p.html#srp,15.99
"Elite Hockey Vasilevskiy PRO-X700 Street Hockey Goalie Glove/Blocker Set, Intermediate, Right",89.99,,20.0,hockey,083-1704-2,0.0,https://www.canadiantire.ca/en/pdp/elite-hockey-vasilevskiy-pro-x700-street-hockey-goalie-glove-blocker-set-intermediate-right-0831704p.html#srp,71.99
"MagnaFlow Universal Performance Muffler, 14326",244.99,,15.0,heavy-auto-parts,034-4045-0,3.8,https://www.canadiantire.ca/en/pdp/magnaflow-universal-performance-muffler-14326-0344045p.html#srp,208.24
"Hefty® ULTRA STRONG™ Large 100L Black Waste Bags with Drawstring & ARM & HAMMER™, 16-pk",7.49,,20.0,cleaning,142-6720-2,4.7,https://www.canadiantire.ca/en/pdp/hefty-ultra-strong-large-100l-black-waste-bags-with-drawstring-arm-hammer-16-pk-1426720p.html#srp,5.99
Kamik Mens Zip-Off Adventure Pants with Cargo Pockets,79.99,,30.0,footwear-apparel,187-3573X,0.0,https://www.canadiantire.ca/en/pdp/kamik-men-s-zip-off-adventure-pants-with-cargo-pockets-1873573p.html#srp,55.99
"Thrush Rattler Universal Muffler, 24255",99.99,,15.0,heavy-auto-parts,112-8492-4,5.0,https://www.canadiantire.ca/en/pdp/thrush-rattler-universal-muffler-24255-1128492p.html#srp,84.99
Trimax Universal Keyed Alike Towing Kit,149.99,,15.0,automotive-outdoor-adventure,040-9630-0,5.0,https://www.canadiantire.ca/en/pdp/trimax-universal-keyed-alike-towing-kit-0409630p.html#srp,127.49
"Sherwood T1000 Street Hockey Stick, Senior, 60-in",47.99,,20.0,,083-8310X,3.8,https://www.canadiantire.ca/en/pdp/sherwood-t1000-street-hockey-stick-senior-60-in-0838310p.html#srp,38.39
"Pilot 6-in Polished Honda-Style Car Exhaust Tip, PM-581",18.99,,15.0,heavy-auto-parts,034-4056-4,4.6,https://www.canadiantire.ca/en/pdp/pilot-6-in-polished-honda-style-car-exhaust-tip-pm-581-0344056p.html#srp,16.14
Outdoor Edge JaegerPair Skinner & Gutting Hunting Knife Combo w/ Belt Sheath,44.99,,29.0,hunting,375-0536-4,4.6,https://www.canadiantire.ca/en/pdp/outdoor-edge-jaegerpair-skinner-gutting-hunting-knife-combo-w-belt-sheath-3750536p.html#srp,31.99
"SIMONIZ Platinum Microfibre Chenille Wash Mitt, Black",12.99,,15.0,car-care-accessories,039-7006-6,3.2,https://www.canadiantire.ca/en/pdp/simoniz-platinum-microfibre-chenille-wash-mitt-black-0397006p.html#srp,11.04
Maximum 20-oz Magnetic Framing Hammer with Oversized Milled Face and Hickory Handle,29.99,,40.0,tools,057-4057-8,2.5,https://www.canadiantire.ca/en/pdp/maximum-20-oz-magnetic-framing-hammer-with-oversized-milled-face-and-hickory-handle-0574057p.html#srp,17.99
"Pilot 5.5-in Polished Exhaust Tip, PM-599",19.99,,15.0,heavy-auto-parts,041-7569-8,4.6,https://www.canadiantire.ca/en/pdp/pilot-5-5-in-polished-exhaust-tip-pm-599-0417569p.html#srp,16.99
"Moen® Adler Single Handle Low Arc Bathroom Sink Faucet, WaterSense® Certified, Brushed Nickel",115.99,,20.0,plumbing,063-9864-0,4.7,https://www.canadiantire.ca/en/pdp/moen-adler-single-handle-low-arc-bathroom-sink-faucet-watersense-certified-brushed-nickel-0639864p.html#srp,92.79
"NOMA LED Wrap Light, 4-ft",114.99,,40.0,electrical,052-9270-8,3.6,https://www.canadiantire.ca/en/pdp/noma-led-wrap-light-4-ft-0529270p.html#srp,68.99
"Michelin Deep Tray Truck Mat, Black, 2-pk",49.99,,50.0,car-care-accessories,031-3239-2,4.0,https://www.canadiantire.ca/en/pdp/michelin-deep-tray-truck-mat-black-2-pk-0313239p.html#srp,24.99
"Monroe Gas-Magnum Shock Absorber, Front Outer",59.99,,25.0,heavy-auto-parts,022-1478-6,0.0,https://www.canadiantire.ca/en/pdp/monroe-gas-magnum-shock-absorber-front-outer-0221478p.html#srp,44.99
"Thrush Glasspack Universal Muffler, 24098",79.99,,15.0,heavy-auto-parts,112-8395-6,0.0,https://www.canadiantire.ca/en/pdp/thrush-glasspack-universal-muffler-24098-1128395p.html#srp,67.99
"Mastercraft 35 Lumens LED Inspection Pen Lights, Batteries Included, Black, 2-pk",23.99,,21.0,hardware,065-3054-0,3.0,https://www.canadiantire.ca/en/pdp/mastercraft-35-lumens-led-inspection-pen-lights-batteries-included-black-2-pk-0653054p.html#srp,18.99
"Schlage Entry Keyed Ball Door Knob & Round Deadbolt Lock Combo Pack, Satin Chrome",99.99,,20.0,hardware,046-2750-4,3.7,https://www.canadiantire.ca/en/pdp/schlage-entry-keyed-ball-door-knob-round-deadbolt-lock-combo-pack-satin-chrome-0462750p.html#srp,79.99
"Moto Master Full Synthetic CVT Automatic Transmission Fluid, 946-mL",16.99,,10.0,auto-maintenance,028-1578-6,4.7,https://www.canadiantire.ca/en/pdp/moto-master-full-synthetic-cvt-automatic-transmission-fluid-946-ml-0281578p.html#srp,15.29
"MotoMaster Full Synthetic Multi-Vehicle Low Viscosity Automatic Transmission Fluid/ATF, 946-mL",14.99,,10.0,auto-maintenance,028-1579-4,5.0,https://www.canadiantire.ca/en/pdp/motomaster-full-synthetic-multi-vehicle-low-viscosity-automatic-transmission-fluid-atf-946-ml-0281579p.html#srp,13.49
"Tide Plus Ultra Oxi Laundry Detergent Power Pods with Odor Eliminators, Fresh Scent, 63-pk",34.99,,10.0,home-essentials,153-1748-2,4.9,https://www.canadiantire.ca/en/pdp/tide-plus-ultra-oxi-laundry-detergent-power-pods-with-odor-eliminators-fresh-scent-63-pk-1531748p.html#srp,31.49
"Greenies Original Large Oral Care Dental Dog Treats, 340-g",19.99,,10.0,pet-care,142-5665-0,4.5,https://www.canadiantire.ca/en/pdp/greenies-original-large-oral-care-dental-dog-treats-340-g-1425665p.html#srp,17.99
"MotoMaster 12-Ply Trailer Tire Assembly, ASM235/80R16",319.99,,10.0,automotive-outdoor-adventure,040-3165-4,0.0,https://www.canadiantire.ca/en/pdp/motomaster-12-ply-trailer-tire-assembly-asm235-80r16-0403165p.html#srp,287.99
"Pilot Chrome Slant Exhaust Tip, 7.75-in",16.99,,15.0,heavy-auto-parts,041-7505-0,3.3,https://www.canadiantire.ca/en/pdp/pilot-chrome-slant-exhaust-tip-7-75-in-0417505p.html#srp,14.44
"MAXIMUM Nut Driver Set, SAE, 6-pc",84.99,,29.0,tools,058-9787-8,5.0,https://www.canadiantire.ca/en/pdp/maximum-nut-driver-set-sae-6-pc-0589787p.html#srp,59.99
"Tide Plus Ultra Oxi Laundry Detergent Power Pods with Odor Eliminators, Fresh Scent, 48-pk",26.99,,7.0,home-essentials,153-1749-0,5.0,https://www.canadiantire.ca/en/pdp/tide-plus-ultra-oxi-laundry-detergent-power-pods-with-odor-eliminators-fresh-scent-48-pk-1531749p.html#srp,24.99
"SIMONIZ PlatinumSpotlessGlass Towels, 14 x 14-in, Blue, 4-pk",14.99,,15.0,car-care-accessories,039-3654-6,3.7,https://www.canadiantire.ca/en/pdp/simoniz-platinumspotlessglass-towels-14-x-14-in-blue-4-pk-0393654p.html#srp,12.74
"Greenies Original Regular Oral Care Dental Dog Treats, 340-g",19.99,,10.0,pet-care,142-5664-2,4.5,https://www.canadiantire.ca/en/pdp/greenies-original-regular-oral-care-dental-dog-treats-340-g-1425664p.html#srp,17.99
"NOMA Indoor Single LED Strip Light, 1150 Lumnes, 2-ft, Cool White, 15W",71.99,,40.0,electrical,052-7848-8,4.3,https://www.canadiantire.ca/en/pdp/noma-indoor-single-led-strip-light-1150-lumnes-2-ft-cool-white-15w-0527848p.html#srp,43.19
"Pilot Chrome Boom Tube Truck Exhaust Tip, 12-in",34.99,,15.0,heavy-auto-parts,041-7551-8,2.0,https://www.canadiantire.ca/en/pdp/pilot-chrome-boom-tube-truck-exhaust-tip-12-in-0417551p.html#srp,29.74
"MAXIMUM Long Nose Pliers, Comfort Grip, Corrosion Resistant, Colour Coded Tips, 8-in",24.99,,32.0,tools,058-9760-0,4.8,https://www.canadiantire.ca/en/pdp/maximum-long-nose-pliers-comfort-grip-corrosion-resistant-colour-coded-tips-8-in-0589760p.html#srp,16.99
"MAXIMUM Push Button V Jaw Tongue & Groove Pliers, 1-1/2-in Jaw Capacity, Rust Resistant, 8-in",24.99,,32.0,tools,058-9765-0,4.4,https://www.canadiantire.ca/en/pdp/maximum-push-button-v-jaw-tongue-groove-pliers-1-1-2-in-jaw-capacity-rust-resistant-8-in-0589765p.html#srp,16.99
"MotoMaster 8-Ply Trailer Tire Assembly, ASM205/75R14",219.99,,10.0,automotive-outdoor-adventure,040-3162-0,0.0,https://www.canadiantire.ca/en/pdp/motomaster-8-ply-trailer-tire-assembly-asm205-75r14-0403162p.html#srp,197.99
"Whiskas Seafood Selections Dry Cat Food, 4-kg",18.99,,10.0,pet-care,042-5428-4,4.5,https://www.canadiantire.ca/en/pdp/whiskas-seafood-selections-dry-cat-food-4-kg-0425428p.html#srp,17.09
"Dura Lube Octane Booster, 5.25-oz",7.99,,15.0,auto-maintenance,038-8031-0,3.5,https://www.canadiantire.ca/en/pdp/dura-lube-octane-booster-5-25-oz-0388031p.html#srp,6.79
"SIMONIZ Platinum Whole Car Air Refresher Spray, Clean Linen Scent, 156-g",15.99,,15.0,car-care-accessories,039-0571-0,3.4,https://www.canadiantire.ca/en/pdp/simoniz-platinum-whole-car-air-refresher-spray-clean-linen-scent-156-g-0390571p.html#srp,13.59
"Schlage Addison Grip Handle Set, Plymouth Door Knob & Deadbolt Lock Set, Matte Black",219.99,,20.0,hardware,046-7429-2,1.0,https://www.canadiantire.ca/en/pdp/schlage-addison-grip-handle-set-plymouth-door-knob-deadbolt-lock-set-matte-black-0467429p.html#srp,175.99
"MAXIMUM High Leverage Curved Diagonal Cutting Pliers, 26° Cutting Angle, Colour Coded Tips, 7-in",29.99,,33.0,tools,058-9759-6,4.9,https://www.canadiantire.ca/en/pdp/maximum-high-leverage-curved-diagonal-cutting-pliers-26-cutting-angle-colour-coded-tips-7-in-0589759p.html#srp,19.99
